task_id,phase,phase_name,priority,title,description,dependencies,requirement_ids,deliverable,acceptance_test,status,owner,notes
P08-T005,P08,Reference-record import and transaction verification,P0,Implement exact candidate lookup by provider/reference and safe fallback rules where documented,Implement exact candidate lookup by provider/reference and safe fallback rules where documented.,"P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T006,P08,Reference-record import and transaction verification,P0,Compare critical fields using configured amount/timestamp tolerances and normalised exact/fuzzy text comparisons,Compare critical fields using configured amount/timestamp tolerances and normalised exact/fuzzy text comparisons.,"P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T007,P08,Reference-record import and transaction verification,P0,"Return a structured verification result with status, field-level comparisons, matched reference ID, confidence/warnings ","Return a structured verification result with status, field-level comparisons, matched reference ID, confidence/warnings and rules version.","P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T008,P08,Reference-record import and transaction verification,P0,"Implement duplicate reference, repeated receipt and transaction-reuse indicators","Implement duplicate reference, repeated receipt and transaction-reuse indicators.","P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T009,P08,Reference-record import and transaction verification,P0,Create admin import/list/detail UI and user result verification section,Create admin import/list/detail UI and user result verification section.,"P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T010,P08,Reference-record import and transaction verification,P0,Seed safe demonstration reference data and tests,Seed safe demonstration reference data and tests.,"P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T011,P08,Reference-record import and transaction verification,P0,Label all UI and documentation as stored/imported reference verification,Label all UI and documentation as stored/imported reference verification.,"P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P09-T001,P09,Deterministic image-forensics and manipulation evidence,P0,"Implement metadata inspection: format, dimensions, EXIF presence, encoder hints and suspicious inconsistencies","Implement metadata inspection: format, dimensions, EXIF presence, encoder hints and suspicious inconsistencies. Treat absence of metadata as neutral, not fraud.","P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T002,P09,Deterministic image-forensics and manipulation evidence,P0,Implement exact/near duplicate checks using SHA-256 and perceptual hash distance,Implement exact/near duplicate checks using SHA-256 and perceptual hash distance.,"P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T003,P09,Deterministic image-forensics and manipulation evidence,P0,Implement JPEG recompression/error-level analysis on derived images with controlled quality settings and summary statist,Implement JPEG recompression/error-level analysis on derived images with controlled quality settings and summary statistics.,"P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T004,P09,Deterministic image-forensics and manipulation evidence,P0,"Implement noise/residual inconsistency features across regions, with safeguards for tiny/low-quality images","Implement noise/residual inconsistency features across regions, with safeguards for tiny/low-quality images.","P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T005,P09,Deterministic image-forensics and manipulation evidence,P0,Implement crop/completeness and aspect/template-layout checks,Implement crop/completeness and aspect/template-layout checks.,"P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T006,P09,Deterministic image-forensics and manipulation evidence,P0,"Use OCR bounding boxes to derive text baseline, spacing, alignment, font-size proxy and overlap features","Use OCR bounding boxes to derive text baseline, spacing, alignment, font-size proxy and overlap features.","P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T007,P09,Deterministic image-forensics and manipulation evidence,P0,"Create per-signal evidence records with value, threshold, severity, confidence, reason code and version","Create per-signal evidence records with value, threshold, severity, confidence, reason code and version.","P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T008,P09,Deterministic image-forensics and manipulation evidence,P0,Optionally create private heatmap/diagnostic derivatives for investigators; never expose them publicly,Optionally create private heatmap/diagnostic derivatives for investigators; never expose them publicly.,"P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T009,P09,Deterministic image-forensics and manipulation evidence,P0,Create a transparent rule-evaluation layer,Create a transparent rule-evaluation layer. No single weak heuristic may set `FRAUDULENT` by itself.,"P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T010,P09,Deterministic image-forensics and manipulation evidence,P0,Add controlled manipulated fixtures and regression tests,Add controlled manipulated fixtures and regression tests.,"P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P09-T011,P09,Deterministic image-forensics and manipulation evidence,P0,"Document limitations of ELA, metadata and template heuristics","Document limitations of ELA, metadata and template heuristics.","P06,P07","FR-IMG-001,FR-IMG-002,FR-IMG-003,FR-IMG-004,FR-IMG-005,FR-IMG-006,FR-IMG-007",Versioned deterministic image-analysis service; Evidence/reason-code catalogue; Investigator diagnostic artefacts; Manipulated-image test fixtures; Limitations documentation,Exact and near duplicates detected; Known edits trigger expected evidence without asserting certainty; Metadata absence alone does not mark fraud; Original image remains byte-identical; Private diagnostic derivative access is role/ownership protected,Not Started,Codex,
P10-T001,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,Create `ml/data/README,"Create `ml/data/README.md`, dataset card template, consent/licence fields and private-data handling instructions.","P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T002,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,Implement a manifest-driven dataset loader using the sample columns in `samples/receipt_dataset_manifest,Implement a manifest-driven dataset loader using the sample columns in `samples/receipt_dataset_manifest.csv`.,"P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T003,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,Create a generic Ghana-style demonstration receipt generator that does not copy protected provider branding unless autho,Create a generic Ghana-style demonstration receipt generator that does not copy protected provider branding unless authorised.,"P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T004,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,"Create controlled tampering operations for research fixtures: amount/reference/recipient replacement, crop, clone/paste,","Create controlled tampering operations for research fixtures: amount/reference/recipient replacement, crop, clone/paste, misalignment, font mismatch and recompression.","P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T005,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,"Tag every synthetic/controlled sample, parent/source group, manipulation operations and generation seed","Tag every synthetic/controlled sample, parent/source group, manipulation operations and generation seed.","P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T006,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,Create train/validation/test splits by source/parent group before augmentation,Create train/validation/test splits by source/parent group before augmentation. Prevent variants of one receipt appearing in multiple splits.,"P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T007,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,"Add data validation for missing files, duplicate hashes, conflicting labels, class distribution, corrupt images and priv","Add data validation for missing files, duplicate hashes, conflicting labels, class distribution, corrupt images and private identifiers.","P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T008,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,Create anonymisation checks for phone/reference/name fields used in research data,Create anonymisation checks for phone/reference/name fields used in research data.,"P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T009,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,Store manifests and small sanitised fixtures in Git; keep raw private images outside Git,Store manifests and small sanitised fixtures in Git; keep raw private images outside Git.,"P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P10-T010,P10,"Dataset governance, controlled sample generation and reproducible splits",P0,"Produce a reproducible dataset report with counts, class distribution, source types, split hashes and known limitations","Produce a reproducible dataset report with counts, class distribution, source types, split hashes and known limitations.","P07,P09","FR-ML-005,FR-ML-006,FR-ML-007,NFR-DATA-001",Dataset card and governance rules; Manifest-driven loader; Controlled sample generator; Leakage-resistant split files; Dataset validation report,No source group crosses splits; Augmentation is applied only after split and only to training; Dataset loader rejects missing/conflicting records; Private-pattern scanner flags unapproved identifiers; Regenerating with the same seed reproduces manifest hashes,Not Started,Codex,
P11-T001,P11,Structured-feature fraud classifier,P0,"Define a versioned feature schema covering OCR confidence/coverage, field validity, image heuristics, duplicate indicato","Define a versioned feature schema covering OCR confidence/coverage, field validity, image heuristics, duplicate indicators, template consistency and verification comparisons.","P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T002,P11,Structured-feature fraud classifier,P0,Build an sklearn Pipeline/ColumnTransformer so encoders/imputers/scalers are fit only on training data,Build an sklearn Pipeline/ColumnTransformer so encoders/imputers/scalers are fit only on training data.,"P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T003,P11,Structured-feature fraud classifier,P0,Train a RandomForest baseline with class weighting and deterministic seeds,Train a RandomForest baseline with class weighting and deterministic seeds. Compare only a small justified set of alternatives if useful; avoid unnecessary model shopping.,"P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T004,P11,Structured-feature fraud classifier,P0,Use group-aware validation and a held-out test set,Use group-aware validation and a held-out test set. Tune on training/validation only.,"P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T005,P11,Structured-feature fraud classifier,P0,"Report confusion matrix, per-class precision/recall/F1, macro F1, balanced accuracy and probability calibration diagnost","Report confusion matrix, per-class precision/recall/F1, macro F1, balanced accuracy and probability calibration diagnostics.","P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T006,P11,Structured-feature fraud classifier,P0,Select and document class thresholds using validation data and project risk priorities,Select and document class thresholds using validation data and project risk priorities.,"P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T007,P11,Structured-feature fraud classifier,P0,"Create a model card with data scope, feature schema, metrics, limitations, intended use and prohibited claims","Create a model card with data scope, feature schema, metrics, limitations, intended use and prohibited claims.","P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T008,P11,Structured-feature fraud classifier,P0,"Persist the model in a trusted artifact format, store SHA-256, library versions, training commit and feature schema hash","Persist the model in a trusted artifact format, store SHA-256, library versions, training commit and feature schema hash.","P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T009,P11,Structured-feature fraud classifier,P0,Register model metadata in `MODEL_VERSIONS`; never auto-activate a model that failed acceptance gates,Register model metadata in `MODEL_VERSIONS`; never auto-activate a model that failed acceptance gates.,"P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T010,P11,Structured-feature fraud classifier,P0,Implement deterministic inference service and contract tests,Implement deterministic inference service and contract tests.,"P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P11-T011,P11,Structured-feature fraud classifier,P0,"Add a CLI to train, evaluate, register and activate models with explicit confirmation","Add a CLI to train, evaluate, register and activate models with explicit confirmation.","P08,P09,P10","FR-ML-001,FR-ML-002,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007,NFR-ACC-002",Reproducible training pipeline; Structured model artifact and card; Evaluation report; Version registry integration; Inference service,Training repeatability within documented tolerance; Pipeline rejects schema drift/missing mandatory features; Held-out set is never used during fit/tuning; Artifact hash verified before load; Inference output probabilities are valid and version traceable,Not Started,Codex,
P12-T001,P12,CNN receipt-tampering classifier,P0,"Define input resolution, colour handling, normalisation and augmentation policy","Define input resolution, colour handling, normalisation and augmentation policy.",P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T002,P12,CNN receipt-tampering classifier,P0,Implement a transfer-learning baseline such as MobileNetV3Small with a small classification head; document any architect,Implement a transfer-learning baseline such as MobileNetV3Small with a small classification head; document any architecture change.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T003,P12,CNN receipt-tampering classifier,P0,Freeze/unfreeze in controlled stages and use early stopping/model checkpoints based on validation metrics,Freeze/unfreeze in controlled stages and use early stopping/model checkpoints based on validation metrics.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T004,P12,CNN receipt-tampering classifier,P0,Use group-separated splits and training-only augmentation,Use group-separated splits and training-only augmentation.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T005,P12,CNN receipt-tampering classifier,P0,Address class imbalance through justified class weights or sampling; do not duplicate test data,Address class imbalance through justified class weights or sampling; do not duplicate test data.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T006,P12,CNN receipt-tampering classifier,P0,"Report per-class metrics, macro F1, confusion matrix, ROC/PR information where meaningful and calibration","Report per-class metrics, macro F1, confusion matrix, ROC/PR information where meaningful and calibration.",P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
P12-T007,P12,CNN receipt-tampering classifier,P0,Create a model card and explicit synthetic-only limitation where applicable,Create a model card and explicit synthetic-only limitation where applicable.,P10,"FR-ML-001,FR-ML-003,FR-ML-004,FR-ML-005,FR-ML-006,FR-ML-007",Reproducible CNN training/evaluation pipeline; Versioned image-model artifact and card; CNN inference service; CPU performance report; Safe unavailable-model behaviour,"Training/test group separation asserted; Preprocessing parity between training and inference; Artifact hash/version check; Corrupt/unsupported image returns controlled error; Inference latency recorded on target container; Absent model produces PARTIAL, not fabricated probability",Not Started,Codex,
